train_acc,train_loss,val_acc,val_loss
0.029389473684210528,4.404523,0.047599999999999996,4.1910987
0.050905263157894745,4.12322,0.06120000000000001,4.0925803
0.06667368421052632,4.0013633,0.07440000000000001,4.050206
0.07686315789473686,3.922608,0.06960000000000001,3.9132748
0.08610526315789475,3.86609,0.0864,3.8382828
0.09646315789473686,3.8091373,0.08560000000000001,3.9222598
0.10713684210526317,3.7543263,0.10840000000000001,3.7623582
0.11846315789473685,3.684822,0.11399999999999999,3.715367
0.1336,3.6010377,0.10880000000000001,3.684738
0.14661052631578947,3.5353386,0.12200000000000001,3.6811914
0.15983157894736844,3.4642346,0.1664,3.3957684
0.17157894736842105,3.4045548,0.156,3.465572
0.1836421052631579,3.339102,0.1832,3.2761605
0.19035789473684211,3.287341,0.1764,3.3587909
0.1991578947368421,3.2266212,0.2016,3.3147242
0.21098947368421056,3.1735013,0.1868,3.288051
0.21911578947368424,3.1275196,0.2232,3.1105325
0.23063157894736844,3.0632377,0.2304,3.1083055
0.2369263157894737,3.015411,0.2216,3.1015987
0.2489684210526316,2.9726999,0.21919999999999998,3.137171
0.2572421052631579,2.9232416,0.24359999999999998,3.0649962
0.26633684210526315,2.872361,0.258,2.9355094
0.2712421052631579,2.8475509,0.2568,3.0156054
0.2822736842105263,2.801837,0.28600000000000003,2.8144891
0.2869473684210527,2.7725565,0.256,2.9396243
0.29532631578947366,2.7335315,0.2852,2.8375263
0.3005263157894737,2.7000067,0.298,2.6981564
0.31031578947368416,2.6578376,0.2904,2.7200336
0.3158736842105263,2.6380093,0.268,2.8773084
0.3215368421052632,2.6099832,0.30000000000000004,2.6955001
0.32435789473684207,2.5846536,0.3144,2.6383839
0.33216842105263156,2.5487378,0.3224,2.576395
0.33797894736842105,2.5212,0.2792,2.778282
0.34408421052631577,2.4947627,0.3084,2.6888266
0.34701052631578944,2.477887,0.304,2.6556492
0.3550526315789474,2.4531877,0.31679999999999997,2.6418777
0.3590526315789474,2.4318986,0.33840000000000003,2.5137599
0.3630105263157895,2.4079156,0.3232,2.5303779
0.3656421052631578,2.387741,0.35840000000000005,2.4099941
0.3696842105263158,2.3694215,0.318,2.5238361
0.37536842105263163,2.3493717,0.3436,2.4866433
0.3797473684210526,2.3211994,0.3356,2.5937023
0.38583157894736847,2.29822,0.342,2.4749236
0.3876631578947368,2.2911017,0.3436,2.489105
0.39210526315789473,2.2777307,0.32,2.5874753
0.39637894736842105,2.2514703,0.3568,2.4257176
0.3991157894736842,2.2382524,0.35120000000000007,2.5149517
0.4047578947368421,2.2202265,0.3276,2.540576
0.4080421052631579,2.201382,0.36719999999999997,2.3375235
0.41174736842105264,2.181832,0.37920000000000004,2.2752411
0.4146105263157895,2.1744814,0.37959999999999994,2.3288615
0.4193263157894737,2.1593883,0.3696,2.4208198
0.42010526315789476,2.139484,0.35120000000000007,2.3953466
0.4251578947368421,2.1213136,0.3632,2.381862
0.4280842105263158,2.1111612,0.39199999999999996,2.2572112
0.4313684210526315,2.0938056,0.4064,2.218193
0.43661052631578945,2.0834453,0.3924,2.2588608
0.43646315789473683,2.0678427,0.4003999999999999,2.2363372
0.44338947368421056,2.0431643,0.37520000000000003,2.3546128
0.44696842105263157,2.038126,0.39840000000000003,2.239918
0.4515368421052632,2.0161965,0.412,2.1734977
0.4515157894736842,2.0071578,0.3924,2.265684
0.45185263157894734,1.9992388,0.4172,2.1494732
0.45949473684210523,1.9734757,0.4128,2.122262
0.4635578947368421,1.9674766,0.40559999999999996,2.2541652
0.4636,1.9558263,0.4196000000000001,2.1145456
0.4689473684210526,1.9351391,0.4164,2.142023
0.47197894736842105,1.9287294,0.4232,2.0908017
0.4757263157894737,1.9036176,0.4304,2.1066308
0.4769052631578948,1.9043046,0.43400000000000005,2.060455
0.4759578947368421,1.8970482,0.4188,2.0871832
0.4819368421052632,1.8792537,0.43640000000000007,2.0476377
0.4872,1.8668904,0.4348,2.0813851
0.48760000000000003,1.860192,0.434,2.0513465
0.49218947368421057,1.8418494,0.4172,2.152539
0.49534736842105265,1.8303678,0.4424,2.0384724
0.4965894736842105,1.8240705,0.42760000000000004,2.1336405
0.4979789473684211,1.8159922,0.45,1.9996816
0.4995157894736842,1.8063953,0.4336,2.0558493
